Biden,Sanders,Trump
0,0,0.0
0.7,0,0.0
0.7,0,0.0
0.7,0,-0.1875
0.7,0.0,-0.1875
0.7,0.0,-0.1875
0.7,0.0,-0.1875
0.7,0.0,-0.1875
0.7,0.0,-0.11249999999999999
0.7,0.0,0.04962121212121212
0.7,0.0,0.5496212121212121
0.7,0.0,0.5496212121212121
0.7,0.0,0.5496212121212121
0.7,0.0,0.6662878787878788
0.7,0.0,0.6662878787878788
0.7,0.0,0.20914502164502158
0.7,0.0,0.20914502164502158
0.7,0.0,0.20914502164502158
0.7,0.0,0.8091450216450216
0.7,0.0,0.8091450216450216
0.7,0.0,0.8091450216450216
0.7,0.0,0.8091450216450216
0.7,0.0,0.8091450216450216
0.7,0.0,0.2091450216450217
0.7,0.0,0.2841450216450217
0.7,0.0,0.2841450216450217
0.7,0.0,0.08414502164502169
0.7,0.0,0.08414502164502169
0.7,0.0,0.08414502164502169
0.7,0.0,0.08414502164502169
0.7,0.0,0.4508116883116884
0.7,0.0,0.4508116883116884
0.7,0.0,0.7008116883116884
0.7,0.0,0.7008116883116884
0.7,0.0,0.7008116883116884
0.7,0.0,0.7008116883116884
0.7,0.0,0.7008116883116884
0.7,0.0,0.7008116883116884
0.7,0.0,0.7008116883116884
0.7,0.0,0.7008116883116884
0.7,0.0,0.9008116883116883
0.7,0.0,0.9008116883116883
0.7,0.0,0.9758116883116883
0.7,0.0,1.3758116883116884
0.7,0.0,1.3758116883116884
0.7,0.0,1.3758116883116884
0.7,0.0,1.3758116883116884
0.7,0.0,1.3758116883116884
0.7,0.0,2.375811688311688
0.7,0.0,2.375811688311688
0.7,0.0,2.868668831168831
0.7,0.0,2.868668831168831
0.7,0.0,2.868668831168831
0.7,0.0,2.868668831168831
0.7,0.0,3.868668831168831
0.7,0.0,4.868668831168831
0.7,0.0,4.968668831168831
0.7,0.0,4.968668831168831
0.6708333333333333,0.0,4.968668831168831
0.6708333333333333,0.0,4.968668831168831
0.26607142857142846,0.0,4.968668831168831
0.26607142857142846,0.0,4.968668831168831
0.26607142857142846,0.0,4.968668831168831
0.26607142857142846,0.0,4.968668831168831
0.26607142857142846,0.0,4.968668831168831
0.26607142857142846,0.0,4.968668831168831
0.26607142857142846,0.0,5.768668831168831
0.26607142857142846,-0.3,5.768668831168831
0.026071428571428468,-0.3,5.768668831168831
0.026071428571428468,-0.3,6.768668831168831
0.026071428571428468,-0.3,6.768668831168831
0.026071428571428468,-0.3,6.843668831168831
0.026071428571428468,-0.3,6.843668831168831
0.026071428571428468,-0.3,6.7381132756132756
0.026071428571428468,-0.3,6.8681132756132754
0.026071428571428468,-0.3,6.8681132756132754
0.026071428571428468,-0.3,7.8681132756132754
0.026071428571428468,-0.3,7.6181132756132754
0.2344047619047618,-0.3,7.6181132756132754
0.2344047619047618,-0.3,8.118113275613275
0.2344047619047618,-0.3,8.118113275613275
0.2344047619047618,-0.3,8.618113275613275
0.2344047619047618,-0.3,8.646901154401155
0.2344047619047618,-0.3,8.246901154401154
0.2344047619047618,-0.3,8.246901154401154
0.2344047619047618,-0.3,8.246901154401154
0.2344047619047618,-0.3,8.246901154401154
0.2344047619047618,-0.3,8.246901154401154
0.2344047619047618,-0.3,8.246901154401154
0.2344047619047618,-0.3,8.246901154401154
0.2344047619047618,-0.3,8.046901154401155
-0.1655952380952382,-0.3,8.046901154401155
-0.1655952380952382,-0.3,8.046901154401155
-0.1655952380952382,-0.3,8.321901154401155
-0.1655952380952382,-0.3,8.321901154401155
-0.1655952380952382,-0.3,8.321901154401155
-0.1655952380952382,-0.3,8.321901154401155
-0.1655952380952382,-0.3,8.321901154401155
-0.1655952380952382,-0.3,8.321901154401155
-0.1655952380952382,-0.3,8.321901154401155
-0.1655952380952382,-0.3,9.321901154401155
-0.1655952380952382,-0.3,9.321901154401155
-0.16559523809523818,-0.3,9.321901154401155
-0.16559523809523818,-0.3,9.321901154401155
-0.16559523809523818,-0.3,9.321901154401155
-0.16559523809523818,-0.3,9.321901154401155
-0.16559523809523818,-0.3,9.321901154401155
-0.16559523809523818,-0.3,9.321901154401155
-0.16559523809523818,-0.3,9.671901154401155
-0.16559523809523818,-0.3,9.671901154401155
-0.16559523809523818,-0.3,9.671901154401155
-0.16559523809523818,-0.3,9.671901154401155
-0.16559523809523818,-0.3,9.671901154401155
-0.16559523809523818,-0.3,9.671901154401155
-0.16559523809523818,-0.3,9.671901154401155
-0.16559523809523818,-0.3,9.671901154401155
-0.16559523809523818,-0.3,9.371901154401154
-0.16559523809523818,-0.3,9.371901154401154
-0.16559523809523818,-0.3,9.321901154401154
-0.16559523809523818,-0.3,9.571901154401154
-0.16559523809523818,-0.3,9.571901154401154
-0.16559523809523818,-0.3,9.571901154401154
-0.16559523809523818,-0.3,9.571901154401154
-0.16559523809523818,-0.3,10.371901154401154
-0.16559523809523818,-0.3,10.371901154401154
-0.16559523809523818,-0.3,10.471901154401154
-0.16559523809523818,-0.3,10.60826479076479
-0.16559523809523818,-0.3,10.60826479076479
-0.16559523809523818,-0.3,10.60826479076479
-0.16559523809523818,-0.3,10.60826479076479
-0.16559523809523818,-0.3,10.60826479076479
-0.16559523809523818,-0.3,10.60826479076479
-0.16559523809523818,-0.3,10.60826479076479
-0.16559523809523818,-0.3,10.60826479076479
-0.16559523809523818,-0.3,10.98326479076479
-0.16559523809523818,-0.3,10.98326479076479
-0.16559523809523818,-0.3,10.98326479076479
-0.16559523809523818,-0.3,10.98326479076479
-0.16559523809523818,-0.3,11.274931457431457
-0.16559523809523818,-0.3,11.274931457431457
-0.16559523809523818,-0.3,11.474931457431456
-0.16559523809523818,-0.3,11.474931457431456
-0.16559523809523818,-0.3,11.474931457431456
-0.16559523809523818,-0.3,11.474931457431456
-0.16559523809523818,-0.3,11.474931457431456
-0.16559523809523818,-0.3,10.93921717171717
-0.16559523809523818,-0.3,10.68921717171717
-0.16559523809523818,-0.3,10.68921717171717
-0.16559523809523818,-0.3,10.68921717171717
-0.16559523809523818,-0.3,10.68921717171717
-0.16559523809523818,-0.3,10.68921717171717
-0.16559523809523818,-0.3,10.68921717171717
-0.16559523809523818,-0.3,10.68921717171717
-0.16559523809523818,-0.3,10.68921717171717
-0.16559523809523818,-0.3,10.68921717171717
-0.16559523809523818,-0.3,10.81921717171717
-0.16559523809523818,-0.3,10.81921717171717
-0.16559523809523818,-0.3,10.741439393939393
-0.16559523809523818,-0.3,10.658106060606059
-0.16559523809523818,-0.3,10.658106060606059
-0.16559523809523818,-0.3,10.658106060606059
-0.16559523809523818,-0.3,10.658106060606059
-0.16559523809523818,-0.3,10.658106060606059
-0.16559523809523818,-0.3,10.524772727272726
-0.16559523809523818,-0.3,10.524772727272726
-0.16559523809523818,-0.3,10.524772727272726
-0.16559523809523818,-0.3,10.810487012987013
-0.16559523809523818,-0.3,11.310487012987013
-0.16559523809523818,-0.3,11.397987012987013
-0.16559523809523818,-0.3,11.397987012987013
-0.16559523809523818,-0.3,11.397987012987013
-0.16559523809523818,-0.3,11.397987012987013
-0.16559523809523818,-0.3,11.397987012987013
-0.16559523809523818,-0.3,11.397987012987013
-0.16559523809523818,-0.3,11.522987012987013
-0.16559523809523818,-0.3,11.76616883116883
-0.16559523809523818,-0.3,11.76616883116883
-0.16559523809523818,-0.3,11.76616883116883
-0.16559523809523818,-0.3,11.76616883116883
-0.16559523809523818,-0.3,11.76616883116883
-0.16559523809523818,-0.3,11.96616883116883
-0.16559523809523818,-0.3,12.21616883116883
-0.16559523809523818,-0.3,12.51616883116883
-0.16559523809523818,-0.3,12.86616883116883
-0.16559523809523818,-0.3,12.86616883116883
-0.16559523809523818,-0.3,12.86616883116883
-0.16559523809523818,-0.3,12.86616883116883
-0.16559523809523818,-0.3,13.341926406926406
-0.16559523809523818,-0.3,13.471926406926407
